orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipperid,freight,productid,unitprice,quantity,discount,companyname,contactname,contacttitle,customercity,customercountry,employeename,title,employeecity,employeecountry,reportsto,categoryid,categoryname,description,productname,quantityperunit,productunitprice,discontinued,shippercompany
10280,BERGS,2,8/14/2013,9/11/2013,9/12/2013,1,8.98,24,3.6,12,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Andrew Fuller,Vice President Sales,New York,USA,NULL,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Speedy Express
10280,BERGS,2,8/14/2013,9/11/2013,9/12/2013,1,8.98,55,19.2,20,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Andrew Fuller,Vice President Sales,New York,USA,NULL,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Speedy Express
10280,BERGS,2,8/14/2013,9/11/2013,9/12/2013,1,8.98,75,6.2,30,0,Berglunds snabbkÃ¶p,Christina Berglund,Order Administrator,LuleÃ¥,Sweden,Andrew Fuller,Vice President Sales,New York,USA,NULL,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,Speedy Express
10281,ROMEY,4,8/14/2013,8/28/2013,8/21/2013,1,2.94,19,7.3,1,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Speedy Express
10281,ROMEY,4,8/14/2013,8/28/2013,8/21/2013,1,2.94,24,3.6,6,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Speedy Express
10281,ROMEY,4,8/14/2013,8/28/2013,8/21/2013,1,2.94,35,14.4,4,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Speedy Express
10282,ROMEY,4,8/15/2013,9/12/2013,8/21/2013,1,12.69,30,20.7,6,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Speedy Express
10282,ROMEY,4,8/15/2013,9/12/2013,8/21/2013,1,12.69,57,15.6,2,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Speedy Express
10283,LILAS,3,8/16/2013,9/13/2013,8/23/2013,3,84.81,15,12.4,20,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Genen Shouyu,24 - 250 ml bottles,15.5,0,Federal Shipping
10283,LILAS,3,8/16/2013,9/13/2013,8/23/2013,3,84.81,19,7.3,18,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Federal Shipping
10283,LILAS,3,8/16/2013,9/13/2013,8/23/2013,3,84.81,60,27.2,35,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,Federal Shipping
10283,LILAS,3,8/16/2013,9/13/2013,8/23/2013,3,84.81,72,27.8,3,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Janet Leverling,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Federal Shipping
10284,LEHMS,4,8/19/2013,9/16/2013,8/27/2013,1,76.56,27,35.1,15,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Schoggi Schokolade,100 - 100 g pieces,43.9,0,Speedy Express
10284,LEHMS,4,8/19/2013,9/16/2013,8/27/2013,1,76.56,44,15.5,21,0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Gula Malacca,20 - 2 kg bags,19.45,0,Speedy Express
10284,LEHMS,4,8/19/2013,9/16/2013,8/27/2013,1,76.56,60,27.2,20,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,Speedy Express
10284,LEHMS,4,8/19/2013,9/16/2013,8/27/2013,1,76.56,67,11.2,5,0.25,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Laughing Lumberjack Lager,24 - 12 oz bottles,14,0,Speedy Express
10285,QUICK,1,8/20/2013,9/17/2013,8/26/2013,2,76.83,1,14.4,45,0.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,United Package
10285,QUICK,1,8/20/2013,9/17/2013,8/26/2013,2,76.83,40,14.7,40,0.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,United Package
10285,QUICK,1,8/20/2013,9/17/2013,8/26/2013,2,76.83,53,26.2,36,0.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Nancy Davolio,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,Perth Pasties,48 pieces,32.8,1,United Package
10286,QUICK,8,8/21/2013,9/18/2013,8/30/2013,3,229.24,35,14.4,100,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Federal Shipping
10286,QUICK,8,8/21/2013,9/18/2013,8/30/2013,3,229.24,62,39.4,40,0,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,Federal Shipping
10287,RICAR,8,8/22/2013,9/19/2013,8/28/2013,3,12.76,16,13.9,40,0.15,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Federal Shipping
10287,RICAR,8,8/22/2013,9/19/2013,8/28/2013,3,12.76,34,11.2,20,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Sasquatch Ale,24 - 12 oz bottles,14,0,Federal Shipping
10287,RICAR,8,8/22/2013,9/19/2013,8/28/2013,3,12.76,46,9.6,15,0.15,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Spegesild,4 - 450 g glasses,12,0,Federal Shipping
10288,REGGC,4,8/23/2013,9/20/2013,9/3/2013,1,7.45,54,5.9,10,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,Speedy Express
10288,REGGC,4,8/23/2013,9/20/2013,9/3/2013,1,7.45,68,10,3,0.1,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Speedy Express
10289,BSBEV,7,8/26/2013,9/23/2013,8/28/2013,3,22.77,3,8,30,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Robert King,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Aniseed Syrup,12 - 550 ml bottles,10,0,Federal Shipping
10289,BSBEV,7,8/26/2013,9/23/2013,8/28/2013,3,22.77,64,26.6,9,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Robert King,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers gute SemmelknÃ¶del,20 bags x 4 pieces,33.25,0,Federal Shipping
10290,COMMI,8,8/27/2013,9/24/2013,9/3/2013,1,79.7,5,17,20,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Chef Anton's Gumbo Mix,36 boxes,21.35,1,Speedy Express
10290,COMMI,8,8/27/2013,9/24/2013,9/3/2013,1,79.7,29,99,15,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,6,Meat & Poultry,Prepared meats,ThÃ¼ringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,Speedy Express
10290,COMMI,8,8/27/2013,9/24/2013,9/3/2013,1,79.7,49,16,15,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,Speedy Express
10290,COMMI,8,8/27/2013,9/24/2013,9/3/2013,1,79.7,77,10.4,10,0,ComÃ©rcio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,Speedy Express
10291,QUEDE,6,8/27/2013,9/24/2013,9/4/2013,2,6.4,13,4.8,20,0.1,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,United Package
10291,QUEDE,6,8/27/2013,9/24/2013,9/4/2013,2,6.4,44,15.5,24,0.1,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Gula Malacca,20 - 2 kg bags,19.45,0,United Package
10291,QUEDE,6,8/27/2013,9/24/2013,9/4/2013,2,6.4,51,42.4,2,0.1,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Michael Suyama,Sales Representative,London,UK,5,7,Produce,Dried fruit and bean curd,Manjimup Dried Apples,50 - 300 g pkgs.,53,0,United Package
10292,TRADH,1,8/28/2013,9/25/2013,9/2/2013,2,1.35,20,64.8,20,0,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,Sao Paulo,Brazil,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Marmalade,30 gift boxes,81,0,United Package
10293,TORTU,1,8/29/2013,9/26/2013,9/11/2013,3,21.18,18,50,12,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Carnarvon Tigers,16 kg pkg.,62.5,0,Federal Shipping
10293,TORTU,1,8/29/2013,9/26/2013,9/11/2013,3,21.18,24,3.6,10,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Federal Shipping
10293,TORTU,1,8/29/2013,9/26/2013,9/11/2013,3,21.18,63,35.1,5,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Vegie-spread,15 - 625 g jars,43.9,0,Federal Shipping
10293,TORTU,1,8/29/2013,9/26/2013,9/11/2013,3,21.18,75,6.2,6,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,Federal Shipping
10294,RATTC,4,8/30/2013,9/27/2013,9/5/2013,2,147.26,1,14.4,18,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,United Package
10294,RATTC,4,8/30/2013,9/27/2013,9/5/2013,2,147.26,17,31.2,15,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,Alice Mutton,20 - 1 kg tins,39,1,United Package
10294,RATTC,4,8/30/2013,9/27/2013,9/5/2013,2,147.26,43,36.8,15,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ipoh Coffee,16 - 500 g tins,46,0,United Package
10294,RATTC,4,8/30/2013,9/27/2013,9/5/2013,2,147.26,60,27.2,21,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10294,RATTC,4,8/30/2013,9/27/2013,9/5/2013,2,147.26,75,6.2,6,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,United Package
10295,VINET,2,9/2/2013,9/30/2013,9/10/2013,2,1.15,56,30.4,4,0,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Andrew Fuller,Vice President Sales,New York,USA,NULL,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,United Package
10296,LILAS,6,9/3/2013,10/1/2013,9/11/2013,1,0.12,11,16.8,12,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,Speedy Express
10296,LILAS,6,9/3/2013,10/1/2013,9/11/2013,1,0.12,16,13.9,30,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Speedy Express
10296,LILAS,6,9/3/2013,10/1/2013,9/11/2013,1,0.12,69,28.8,15,0,LILA-Supermercado,Carlos GonzÃ¡lez,Accounting Manager,Barquisimeto,Venezuela,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,Speedy Express
10297,BLONP,5,9/4/2013,10/16/2013,9/10/2013,2,5.74,39,14.4,60,0,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Steven Buchanan,Sales Manager,London,UK,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chartreuse verte,750 cc per bottle,18,0,United Package
10297,BLONP,5,9/4/2013,10/16/2013,9/10/2013,2,5.74,72,27.8,20,0,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Steven Buchanan,Sales Manager,London,UK,2,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,United Package
10298,HUNGO,6,9/5/2013,10/3/2013,9/11/2013,2,168.22,2,15.2,40,0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Michael Suyama,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chang,24 - 12 oz bottles,19,0,United Package
10298,HUNGO,6,9/5/2013,10/3/2013,9/11/2013,2,168.22,36,15.2,40,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Michael Suyama,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Inlagd Sill,24 - 250 g  jars,19,0,United Package
10298,HUNGO,6,9/5/2013,10/3/2013,9/11/2013,2,168.22,59,44,30,0.25,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,United Package
10298,HUNGO,6,9/5/2013,10/3/2013,9/11/2013,2,168.22,62,39.4,15,0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,United Package
10299,RICAR,4,9/6/2013,10/4/2013,9/13/2013,2,29.76,19,7.3,15,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,United Package
10299,RICAR,4,9/6/2013,10/4/2013,9/13/2013,2,29.76,70,12,20,0,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Outback Lager,24 - 355 ml bottles,15,0,United Package
10300,MAGAA,2,9/9/2013,10/7/2013,9/18/2013,2,17.68,66,13.6,30,0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,NULL,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Hot Spiced Okra,24 - 8 oz jars,17,0,United Package
10300,MAGAA,2,9/9/2013,10/7/2013,9/18/2013,2,17.68,68,10,20,0,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,NULL,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,United Package
10301,WANDK,8,9/9/2013,10/7/2013,9/17/2013,2,45.08,40,14.7,10,0,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,Stuttgart,Germany,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,United Package
10301,WANDK,8,9/9/2013,10/7/2013,9/17/2013,2,45.08,56,30.4,20,0,Die Wandernde Kuh,Rita MÃ¼ller,Sales Representative,Stuttgart,Germany,Laura Callahan,Sales Manager,New York,USA,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,United Package
10302,SUPRD,4,9/10/2013,10/8/2013,10/9/2013,2,6.27,17,31.2,40,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,Alice Mutton,20 - 1 kg tins,39,1,United Package
10302,SUPRD,4,9/10/2013,10/8/2013,10/9/2013,2,6.27,28,36.4,28,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,7,Produce,Dried fruit and bean curd,RÃ¶ssle Sauerkraut,25 - 825 g cans,45.6,1,United Package
10302,SUPRD,4,9/10/2013,10/8/2013,10/9/2013,2,6.27,43,36.8,12,0,SuprÃªmes dÃ©lices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Ipoh Coffee,16 - 500 g tins,46,0,United Package
10303,GODOS,7,9/11/2013,10/9/2013,9/18/2013,2,107.83,40,14.7,40,0.1,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Robert King,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,United Package
10303,GODOS,7,9/11/2013,10/9/2013,9/18/2013,2,107.83,65,16.8,30,0.1,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Robert King,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,United Package
10303,GODOS,7,9/11/2013,10/9/2013,9/18/2013,2,107.83,68,10,15,0.1,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,Sevilla,Spain,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,United Package
10304,TORTU,1,9/12/2013,10/10/2013,9/17/2013,2,63.79,49,16,30,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,United Package
10304,TORTU,1,9/12/2013,10/10/2013,9/17/2013,2,63.79,59,44,10,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,United Package
10304,TORTU,1,9/12/2013,10/10/2013,9/17/2013,2,63.79,71,17.2,2,0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10305,OLDWO,8,9/13/2013,10/11/2013,10/9/2013,3,257.62,18,50,25,0.1,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Carnarvon Tigers,16 kg pkg.,62.5,0,Federal Shipping
10305,OLDWO,8,9/13/2013,10/11/2013,10/9/2013,3,257.62,29,99,25,0.1,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Laura Callahan,Sales Manager,New York,USA,2,6,Meat & Poultry,Prepared meats,ThÃ¼ringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,Federal Shipping
10305,OLDWO,8,9/13/2013,10/11/2013,10/9/2013,3,257.62,39,14.4,30,0.1,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chartreuse verte,750 cc per bottle,18,0,Federal Shipping
10306,ROMEY,1,9/16/2013,10/14/2013,9/23/2013,3,7.56,30,20.7,10,0,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,Federal Shipping
